pass	rgb	class	aabb	detail	path
0	8,200,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2012
0	24,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2013
0	40,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2014
0	56,200,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2015
0	72,200,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2016
0	88,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2017
0	104,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2002/@MeshInstance3D@2018
0	120,200,136	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2020
0	136,200,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2021
0	152,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2022
0	168,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2023
0	184,200,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2024
0	200,200,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2025
0	216,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2026
0	232,200,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2027
0	248,200,136	MeshInstance3D	0.0x0.4x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2028
0	8,216,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2029
0	24,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2030
0	40,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2031
0	56,216,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2032
0	72,216,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2033
0	88,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2034
0	104,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2035
0	120,216,136	MeshInstance3D	0.0x0.4x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2036
0	136,216,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2037
0	152,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2038
0	168,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2019/@MeshInstance3D@2039
0	184,216,136	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2041
0	200,216,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2042
0	216,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2043
0	232,216,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2044
0	248,216,136	MeshInstance3D	0.0x0.0x0.4	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2045
0	8,232,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2046
0	24,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2047
0	40,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2048
0	56,232,136	MeshInstance3D	0.0x0.0x0.4	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2049
0	72,232,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2050
0	88,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2051
0	104,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2040/@MeshInstance3D@2052
0	120,232,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2054
0	136,232,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2055
0	152,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2056
0	168,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2057
0	184,232,136	MeshInstance3D	0.0x0.4x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2058
0	200,232,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2059
0	216,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2060
0	232,232,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2061
0	248,232,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2062
0	8,248,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2063
0	24,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2064
0	40,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2065
0	56,248,136	MeshInstance3D	0.0x0.4x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2066
0	72,248,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2067
0	88,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2068
0	104,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2069
0	120,248,136	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2070
0	136,248,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2071
0	152,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2072
0	168,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2053/@MeshInstance3D@2073
0	184,248,136	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2075
0	200,248,136	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2076
0	216,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2077
0	232,248,136	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2078
0	248,248,136	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2079
0	8,8,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2080
0	24,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2081
0	40,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2082
0	56,8,152	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2083
0	72,8,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2084
0	88,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2085
0	104,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2086
0	120,8,152	MeshInstance3D	0.0x0.0x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2087
0	136,8,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2088
0	152,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2089
0	168,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2074/@MeshInstance3D@2090
0	184,8,152	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2092
0	200,8,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2093
0	216,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2094
0	232,8,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2095
0	248,8,152	MeshInstance3D	0.0x0.8x0.5	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2096
0	8,24,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2097
0	24,24,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2098
0	40,24,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2099
0	56,24,152	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@1.000,0.320,0.440;mat=StandardMaterial3D@1.000,0.320,0.440	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2100
0	72,24,152	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2101
0	88,24,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2102
0	104,24,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@Node3D@2001/@Node3D@2091/@MeshInstance3D@2103
0	120,24,152	MeshInstance3D	0.2x6.1x0.9	mat=StandardMaterial3D@0.055,0.055,0.062;mat=StandardMaterial3D@0.055,0.055,0.062	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2208
0	136,24,152	MeshInstance3D	0.2x6.4x1.3	mat=StandardMaterial3D@0.105,0.105,0.115;mat=StandardMaterial3D@0.105,0.105,0.115	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2209
0	152,24,152	MeshInstance3D	0.0x5.7x0.9	mat=StandardMaterial3D@0.130,0.130,0.140;mat=StandardMaterial3D@0.130,0.130,0.140	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2210
0	168,24,152	MeshInstance3D	0.0x5.7x0.9	mat=StandardMaterial3D@1.000,0.930,0.760;mat=StandardMaterial3D@1.000,0.930,0.760	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2211
0	184,24,152	MeshInstance3D	0.0x2.9x0.9	mat=StandardMaterial3D@0.200,0.190,0.170;mat=StandardMaterial3D@0.200,0.190,0.170	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2212
0	200,24,152	MeshInstance3D	0.2x5.2x0.0	mat=StandardMaterial3D@0.130,0.130,0.140;mat=StandardMaterial3D@0.130,0.130,0.140	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2213
0	216,24,152	MeshInstance3D	0.1x5.4x0.0	mat=StandardMaterial3D@0.240,0.115,0.052;mat=StandardMaterial3D@0.240,0.115,0.052	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2214
0	232,24,152	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@0.420,0.360,0.200;mat=StandardMaterial3D@0.420,0.360,0.200	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2215
0	248,24,152	MeshInstance3D	0.0x0.3x0.6	mat=StandardMaterial3D@0.140,0.140,0.150;mat=StandardMaterial3D@0.140,0.140,0.150	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2216
0	8,40,152	MeshInstance3D	0.0x0.0x0.2	mat=StandardMaterial3D@0.160,0.160,0.170;mat=StandardMaterial3D@0.160,0.160,0.170	StreetIdShot/OrisonRoot/F01_NEON_BLADE/@MeshInstance3D@2217
0	24,40,152	MeshInstance3D	0.0x0.8x0.0	mat=StandardMaterial3D@0.340,0.860,1.000;mat=StandardMaterial3D@0.340,0.860,1.000	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2225
0	40,40,152	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2226
0	56,40,152	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2227
0	72,40,152	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.740,0.720,0.660;mat=StandardMaterial3D@0.740,0.720,0.660	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2228
0	88,40,152	MeshInstance3D	0.4x0.0x0.0	mat=StandardMaterial3D@0.340,0.860,1.000;mat=StandardMaterial3D@0.340,0.860,1.000	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2229
0	104,40,152	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.300,0.310,0.300;mat=StandardMaterial3D@0.300,0.310,0.300	StreetIdShot/OrisonRoot/F01_NEON_TENANT/@Node3D@2224/@MeshInstance3D@2230
